repo,type,number,title,labels,created_at,url,body
FGA-DIKU/BONSAI,issues,284,Bug in background creation,"['🔴bug', '🚨priority: high', 'effort: small']",2025-05-24T11:46:38Z,https://github.com/FGA-DIKU/BONSAI/issues/284,"## Description

The `create_background()` function uses index-based selection to update `TIMESTAMP_COL` values. This approach leads to incorrect behavior when the `concepts` DataFrame contains **duplicate or non-contiguous indices**.

Specifically, this line:

```python
bg_rows = concepts[concepts[TIMESTAMP_COL].isna()]
concepts.loc[bg_rows.index, TIMESTAMP_COL] = concepts.loc[bg_rows.index, BIRTHDATE_COL]
```

will update **all rows with matching indices**, not just the intended subset where `T"
FGA-DIKU/BONSAI,issues,282,Delayed censoring should exclue the target code,['🔴bug'],2025-05-23T12:01:01Z,https://github.com/FGA-DIKU/BONSAI/issues/282,"Currently delayed censoring would also censor the target delayed and thus leak information.
https://github.com/FGA-DIKU/EHR/blob/31a0e485d375b73ca00e86f52b72b1899238cf9e/corebehrt/modules/preparation/prepare_data.py#L121"
FGA-DIKU/BONSAI,issues,275,Adjust doc and logger name,"['📖documentation', '🎓good first issue', '🐞minor-bug', 'effort: small']",2025-05-14T08:51:45Z,https://github.com/FGA-DIKU/BONSAI/issues/275,"The documentation and logging name refer to ""pretrain"". Change to ""fine-tune""
https://github.com/FGA-DIKU/EHR/blob/31a0e485d375b73ca00e86f52b72b1899238cf9e/corebehrt/modules/setup/directory.py#L356"
FGA-DIKU/BONSAI,issues,273,**Title: Exclude Specific Codes from Delayed Censoring**,"['🐞minor-bug', 'effort: small', 'Improvement']",2025-05-12T09:56:45Z,https://github.com/FGA-DIKU/BONSAI/issues/273,"
**Current**

```yaml
concept_pattern_hours_delay:
  ""^D"": 72
```

**Goal**
Delay all diagnosis codes by 72 h *except* lung-cancer codes (`DC*`), which should be censored immediately.

**Proposed**

```yaml
concept_pattern_hours_delay:
  codes:
    ""^D"": 72      # 72 h delay for diagnoses
  exclude:
    - ""^D/DC.*""   # immediate censoring for lung-cancer codes
```

**Logic**

1. If code matches any `exclude` pattern → delay = 0
2. Else if it matches a `codes` pattern → apply specified delay
3. E"
FGA-DIKU/BONSAI,issues,267,Metrics not displayed in pipelines,"['❓question', '🐞minor-bug']",2025-05-02T14:22:10Z,https://github.com/FGA-DIKU/BONSAI/issues/267,"Metrics that are displayed when run as a single job are not displayed when a pipeline is run
@StephanLorenzen Do you know why this might be?"
FGA-DIKU/BONSAI,issues,261,Improve example data,[],2025-04-30T14:11:12Z,https://github.com/FGA-DIKU/BONSAI/pull/261,"Added data with correlated codes, so that basic performance of models can be tested locally. 

<!-- This is an auto-generated comment: release notes by coderabbit.ai -->
## Summary by CodeRabbit

- **New Features**
  - Added support for generating and testing correlated medical data, including new configuration files for fine-tuning, testing, and outcome combinations.
  - Introduced a new combined outcome type with primary and secondary code matching and time window constraints.
  - Added new te"
FGA-DIKU/BONSAI,issues,259,Feat/delayed censoring,[],2025-04-29T14:19:36Z,https://github.com/FGA-DIKU/BONSAI/pull/259,"

**Delayed censoring**
Can be used to censor e.g.  diagnoses differently since those are coded with a time delay. Or apply harsher censoring for certain code groups if there is leakage 
<!-- This is an auto-generated comment: release notes by coderabbit.ai -->
## Summary by CodeRabbit

- **New Features**
  - Introduced support for concept-specific delay periods when censoring patient data, allowing different concepts to have custom delay times before being included.
  - Added configuration opti"
FGA-DIKU/BONSAI,issues,254,Bug: incorrect sample weight calculation,"['🔴bug', 'effort: small']",2025-04-24T15:45:07Z,https://github.com/FGA-DIKU/BONSAI/issues/254,"Issue in [trainer.utils](https://github.com/FGA-DIKU/EHR/blob/16c95e0b35723727adfaa095625fa7b63a758ae2/corebehrt/modules/trainer/utils.py) 
Outcome is a list of zeros and ones, so when passing outcomes to inverse_sqrt we do 1/0 or 1/1 and then pass it so WeightedRandomSamlpler
```
def get_sampler(cfg, outcomes: List[int]):
    """"""Get sampler for training data.
    If sampler_function is false or undefined, then no sampler is used.
    If sample_weight_function is defined then the function is use"
FGA-DIKU/BONSAI,issues,252,Misspecified head,"['🐞minor-bug', 'effort: small']",2025-04-24T09:03:07Z,https://github.com/FGA-DIKU/BONSAI/issues/252,"In our test finetune configs, we still specify the head as:

```
model:
  cls:
    _target_: ehr2vec.model.heads.ClassifierGRU
    bidirectional: true
```
However in the code we always use BiGRU. 
Current solution: Remove this from the test configs as to avoid confusion."
FGA-DIKU/BONSAI,issues,251,_⚠️ Potential issue_ sliding window attention mask,"['🎓good first issue', '🐞minor-bug', 'effort: small']",2025-04-23T11:35:16Z,https://github.com/FGA-DIKU/BONSAI/issues/251,"_⚠️ Potential issue_

**Causal masking helper can receive `None` or non‑floating dtypes**

1. `sliding_window_mask` can legitimately be `None` depending on the attention type; calling `make_attention_causal(None)` will crash.  

```diff
-        if self.is_causal:
-            global_attention_mask = make_attention_causal(global_attention_mask)
-            sliding_window_mask = make_attention_causal(sliding_window_mask)
+        if self.is_causal:
+            if global_attention_mask is not No"
FGA-DIKU/BONSAI,issues,244,_⚠️ Potential issue_ during metric check,"['🐞minor-bug', 'effort: small']",2025-04-19T11:11:00Z,https://github.com/FGA-DIKU/BONSAI/issues/244,"@Montgomeryyyy  this is a potential issue in the new script:
[corebehrt/main/helper/evaluate_finetune.py](https://github.com/kirilklein/PHAIR_EHR/pull/58/files/22e46297f24795ab33feda709cb9b850d14170f4#diff-921eedd1a91745e3b4f50c1a58d05286459f1ee95c5aa2f523d3c39d5253faca)
     

**Fix the condition for metrics existence check.**

The conditional statement `if not hasattr(cfg, ""metrics"") and cfg.metrics:` has a logical error. If `cfg` doesn't have a `metrics` attribute, then `cfg.metrics` will cau"
FGA-DIKU/BONSAI,issues,230,exclude_regex does not exclude corresponding values if there are values,['🐞minor-bug'],2025-04-05T08:23:18Z,https://github.com/FGA-DIKU/BONSAI/issues/230,"### Description
When using the exclude regex ex with labs, the lab tokens are removed but not the corresponding values. 
"
FGA-DIKU/BONSAI,issues,228,Initializer sends model to device,"['🐞minor-bug', 'effort: small']",2025-04-01T09:04:13Z,https://github.com/FGA-DIKU/BONSAI/issues/228,"We should not send anything to device during initialization, since we might do additional operations on the model.
Steps:
In [initializer](https://github.com/FGA-DIKU/EHR/blob/8b976c0342c5bcd53cf4b0a3ad65fa52513acf06/corebehrt/modules/setup/initializer.py) remove all the model.to(device). Optimizer state_dict should still be send to device."
FGA-DIKU/BONSAI,issues,223,Cannot specify separate path for exposure,"['🚨priority: high', '🐞minor-bug', 'effort: small']",2025-03-27T16:34:41Z,https://github.com/FGA-DIKU/BONSAI/issues/223,Since f93a6578ae9ff910060bfe6d6427c00addb642af we specify outcomes (directory) and filenames exposure and outcome. It assumes that exposure and outcome are placed in the same directory. We should add an exposures directory to be able to specify a separate exposure directory.
FGA-DIKU/BONSAI,issues,219,Vocab missing if held_out not present,"['🔴bug', '🚨priority: high', 'effort: small']",2025-03-26T10:40:21Z,https://github.com/FGA-DIKU/BONSAI/issues/219,"If we don't have a held_out set, they create_data script does not save the vocab.
```
    if os.path.exists(os.path.join(features_path, ""held_out"")):
        logger.info(""Tokenizing held_out"")
        load_tokenize_and_save(features_path, tokenizer, tokenized_path, ""held_out"")
        torch.save(tokenizer.vocabulary, join(tokenized_path, ""vocabulary.pt""))
        logger.info(""Finished tokenizing"")
```
However we should always save the vocab."
FGA-DIKU/BONSAI,issues,210,Value binning crashes if values=None,"['🔴bug', '🐞minor-bug']",2025-03-24T08:29:26Z,https://github.com/FGA-DIKU/BONSAI/issues/210,"### Description
If all values are None the value binning fails.

### Expected Behavior
It should run through and return the original df.

### Actual Behavior
Error because of missing index

### Logs/Traceback (if applicable)
```bash
run_main
    main(cfg_path)
  File ""/mnt/azureml/cr/j/1de7c6d47011420a8205764f6fd2b472/exe/wd/corebehrt/main/create_data.py"", line 56, in main_data
    create_and_save_features(cfg)
  File ""/mnt/azureml/cr/j/1de7c6d47011420a8205764f6fd2b472/exe/wd/corebehrt/main/help"
FGA-DIKU/BONSAI,issues,186,Metric Logging,"['🔴bug', '🙋help wanted']",2025-03-13T10:14:03Z,https://github.com/FGA-DIKU/BONSAI/issues/186,"Combined metrics are not logged properly:
![Image](https://github.com/user-attachments/assets/c1761ad1-bf22-4ea7-9c15-1144f0d0434d)
Also these metrics are missing from the fold metrics so it's impossible to see the current learning rate
"
FGA-DIKU/BONSAI,issues,185,Out of disk memory during censoring,"['🔴bug', '🔍investigation', 'priority: low']",2025-03-12T14:54:23Z,https://github.com/FGA-DIKU/BONSAI/issues/185,"We run out of disk space during censoring in [fine-tune data preparation](https://github.com/FGA-DIKU/EHR/blob/7074691805ff8d6ae0cd633e6cf4a6d66bd2fcdc/corebehrt/modules/preparation/prepare_data.py#L111).
Additional Information:
This happens when not further restricting patient group during fine-tuning (no age or gender selection).
hardware: CPU-20-LP 280 gig of disk space 
!Update: we are also running out of BigStorageCPU
My guess is that joblib create too many tmp files. 

We can use a CPU wit"
FGA-DIKU/BONSAI,issues,183,Convert to numpy for metrics,['🐞minor-bug'],2025-03-12T11:00:57Z,https://github.com/FGA-DIKU/BONSAI/issues/183,"### Description
I'm not sure whether sklearn.metrics handles torch tensors correctly. It's safer to convert the probas and targets to nympy, in https://github.com/FGA-DIKU/EHR/blame/7074691805ff8d6ae0cd633e6cf4a6d66bd2fcdc/corebehrt/modules/monitoring/metric_aggregation.py#L34
"
FGA-DIKU/BONSAI,issues,173,FlashAttention 2 isn't being used,"['🔴bug', '🔍investigation']",2025-03-07T12:01:48Z,https://github.com/FGA-DIKU/BONSAI/issues/173,"Most likely due to `flash-attn` package not being installed - My attempts at installing this didn't work

ImportError: FlashAttention2 has been toggled on, but it cannot be used due to the following error: the package flash_attn seems to be not installed. Please refer to the documentation of https://huggingface.co/docs/transformers/perf_infer_gpu_one#flashattention-2 to install Flash Attention 2.
"
FGA-DIKU/BONSAI,issues,170,Code crashes when selecting cv=1,"['🔴bug', '🐞minor-bug']",2025-03-05T17:19:08Z,https://github.com/FGA-DIKU/BONSAI/issues/170,"### Description
An error occurs if cv_folds is defined as 1 in select_cohort . 

### Logs/Traceback (if applicable)
  File ""/mnt/azureml/cr/j/2d457d1b309845a3bd196738d922d9e4/exe/wd/corebehrt/functional/features/split.py"", line 154, in create_folds
    kf = KFold(n_splits=num_folds, shuffle=True, random_state=seed)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/azureml-envs/azureml_d9ffa159a1e5e8b05a29397807dcfc71/lib/python3.12/site-packages/sklearn/model_selection"
FGA-DIKU/BONSAI,issues,168,"First segment is set to 0, same as padding tokens","['🔴bug', '🚨priority: high', '🐞minor-bug', 'breaking changes']",2025-03-05T11:04:12Z,https://github.com/FGA-DIKU/BONSAI/issues/168,"In the old code we do `factorize + 1`
https://github.com/mikkelfo/CORE-BEHRT/blob/7cf32d8dcec801a5d6bfdad055ae79aa36a401cf/ehr2vec/data/creators.py#L57

The new code has dropped the + 1 at some point, which makes the `segment=0` for padding tokens equal to the first segments
https://github.com/FGA-DIKU/EHR/blob/b51021e1a41cc56b420c7bee8e6d1e13eacac173/corebehrt/functional/features/normalize.py#L39
"
FGA-DIKU/BONSAI,issues,164,attention_mask is getting set as `torch.ones`,"['🔴bug', '🚨priority: high', 'status: blocked']",2025-03-05T09:35:50Z,https://github.com/FGA-DIKU/BONSAI/issues/164,"Currently, we pass in an attention_mask that includes padding https://github.com/FGA-DIKU/EHR/blob/cceb21611e1a001ea3278c4cab2a97fd582b767e/corebehrt/modules/model/model.py#L22 This makes the new ModernBERT unpadding approach unused, which should give a slowdown"
FGA-DIKU/BONSAI,issues,156,trainer_args.epochs and scheduler.num_training_epochs should align,['🐞minor-bug'],2025-03-03T14:33:51Z,https://github.com/FGA-DIKU/BONSAI/issues/156,"If `trainer_args.epochs` is set to X, but the `scheduler.num_training_epochs` is set to a lower number than X, then we will run epochs with `lr=0` assuming a triangular scheduler

Either we need to raise a warning/exception or we should align the epochs with each other"
FGA-DIKU/BONSAI,issues,154,Sync issues with azure logging + tqdm postfix conflict,['🔴bug'],2025-02-28T10:07:34Z,https://github.com/FGA-DIKU/BONSAI/pull/154,"Synchronous logging had the GPU hanging, resulting in spiky GPU utilization

Setting tqddm's postfix as train loss ignores the `miniters` and `mininterval` and prints every tqdm update. 

 "
FGA-DIKU/BONSAI,issues,153,restart_path set if cfg.paths.model has checkpoints,"['🔴bug', '🐞minor-bug']",2025-02-26T10:22:33Z,https://github.com/FGA-DIKU/BONSAI/issues/153,"In `corebehrt/main/pretrain.py` if the `restart_path` is not given, then a check is made in `ModelManager` and if cfg.paths.model has checkpoints, then `restart_path=cfg.paths.model`
```    
if not restart_path and ModelManager.check_checkpoints(cfg.paths.model):
        # No restart path provided, but model @ cfg.paths.model has checkpoints
        # so we restart from them
        restart_path = cfg.paths.model
```

I define this as unexpected behaviour as I've explicitly not set `restart_path"
FGA-DIKU/BONSAI,issues,149,OOM during feature creation,['🔴bug'],2025-02-19T14:16:19Z,https://github.com/FGA-DIKU/BONSAI/issues/149,"### Description
We run out of disk space when running create_data with a large enough dataset

### Solution
Save intermediate result to execute graph

"
FGA-DIKU/BONSAI,issues,146,Exclusion based on censoring,['🐞minor-bug'],2025-02-18T13:46:56Z,https://github.com/FGA-DIKU/BONSAI/issues/146,"Currently exclusion of prior outcomes is based on the index date. However, it would be more appropriate to based it on the censoring date instead. 
Otherwise for out of time evaluation we would still include dead patients for test and potentially validation.
"
FGA-DIKU/BONSAI,issues,145,Feature loading,['🔴bug'],2025-02-18T13:31:23Z,https://github.com/FGA-DIKU/BONSAI/issues/145,"### Description
When running feature creation with:
```
paths:
  data: ""azureml:ALL_FORMATTED_DATA_CSV:1""
  tokenized: ""researcher_data:phair_ehr/data/2024-09-10/mdp_rm_rd/tokenized""
  features: ""researcher_data:phair_ehr/data/2024-09-10/mdp_rm_rd/features""
  
loader:
  concept_types: [
    diagnosis,
    medication,
    # labtest,
    procedure,
    register_medication,
    register_diagnosis
  ]
  # include_values: [labtest]
```
The following issue occurs
```
The following columns failed to pr"
FGA-DIKU/BONSAI,issues,144,Create data: specify dtype,['🔴bug'],2025-02-18T12:32:58Z,https://github.com/FGA-DIKU/BONSAI/issues/144,"### Description
Loading the csv files with dask throws an error:

### Steps to Reproduce
Run create data on, on azure:
```
paths:
  data: ""azureml:ALL_FORMATTED_DATA_CSV:1""
  tokenized: ""researcher_data:phair_ehr/data/2024-09-10/mdp_rm_rd/tokenized""
  features: ""researcher_data:phair_ehr/data/2024-09-10/mdp_rm_rd/features""
  
loader:
  concept_types: [
    diagnosis,
    medication,
    # labtest,
    procedure,
    register_medication,
    register_diagnosis
  ]
```

### Logs/Traceback (if appl"
FGA-DIKU/BONSAI,issues,139,Validation on test,['🐞minor-bug'],2025-02-18T09:55:03Z,https://github.com/FGA-DIKU/BONSAI/issues/139,"Minor bug during validation introduced in the most recent PR ""azure logging""
```    
    val_loss, val_metrics = trainer._evaluate(epoch, mode=""test"")
    # Transform to table for logging in Azure
    row = {""validation_loss"": val_loss, **val_metrics}
    log_metrics({f""best.{k}"": v for k, v in row.items()})
```
If test set is none, this throws an error:
```
line 137, in finetune_fold
    row = {""validation_loss"": val_loss, **val_metrics}
TypeError: 'NoneType' object is not a mapping
```

"
FGA-DIKU/BONSAI,issues,133,132 fix minor,['🐞minor-bug'],2025-02-14T12:46:40Z,https://github.com/FGA-DIKU/BONSAI/pull/133,
FGA-DIKU/BONSAI,issues,132,Get splits path does not return,['🐞minor-bug'],2025-02-14T12:34:40Z,https://github.com/FGA-DIKU/BONSAI/issues/132,"https://github.com/FGA-DIKU/EHR/blob/a0cec618a62a72cc7467651246d9cd7bce0ca3bc/corebehrt/main/helper/pretrain.py#L49
this function does not return the path"
FGA-DIKU/BONSAI,issues,131,Set default test split to 0,"['🎓good first issue', '🐞minor-bug']",2025-02-14T12:22:24Z,https://github.com/FGA-DIKU/BONSAI/issues/131,"https://github.com/FGA-DIKU/EHR/blob/a0cec618a62a72cc7467651246d9cd7bce0ca3bc/corebehrt/main/finetune_cv.py#L44
```Traceback (most recent call last):
  File ""C:\Users\fjn197\PhD\projects\PHAIR\pipelines\PHAIR_EHR\corebehrt\main\finetune_cv.py"", line 88, in <module>
    main_finetune(args.config_path)
  File ""C:\Users\fjn197\PhD\projects\PHAIR\pipelines\PHAIR_EHR\corebehrt\main\finetune_cv.py"", line 46, in main_finetune      
    test_pids, train_val_pids = split_into_test_and_train_val_pids(
   "
FGA-DIKU/BONSAI,issues,123,Bug when normalising values,['🔴bug'],2025-02-07T13:48:19Z,https://github.com/FGA-DIKU/BONSAI/issues/123,"Currently a bug when normalising values. 
Solution could be so import Mikkels normalisation scheme, and only make binned normalisation available. "
FGA-DIKU/BONSAI,issues,118,"Out of memory when running pre-training on all data inputs (m,d,p,lv)","['🔴bug', '🚨priority: high']",2025-02-06T13:21:33Z,https://github.com/FGA-DIKU/BONSAI/issues/118,"When running the pre-training script on a data asset with the data inputs medication, diagnosis, procedures, and labs + values, we run out of memory when converting the data to patient list. 
Can be replicated when running on the data asset 
  features: ""azureml:OLD_BC_features:1""
  tokenized: ""azureml:OLD_BC_tokenized:1"""
FGA-DIKU/BONSAI,issues,117,Failing unittest,"['🔴bug', '🙋help wanted', '🚨priority: high']",2025-02-06T13:10:45Z,https://github.com/FGA-DIKU/BONSAI/issues/117,"There are more unittests that are skipped, but are failing.
E.g. when run via `python -m unittest discover -s tests\test_modules`"
FGA-DIKU/BONSAI,issues,78,The unittest in the workflow misses numerous tests,"['🔴bug', '🙋help wanted', '🚨priority: high']",2025-01-10T13:09:27Z,https://github.com/FGA-DIKU/BONSAI/issues/78,"Not all tests are discovered by unittests. Switch to pytest, or make sure all tests are discovered.
Currently the source of this is unclear. We are following all the naming conventions unittest expects."
FGA-DIKU/BONSAI,issues,77,Data creation out of disk,"['🔴bug', '🚨priority: high']",2025-01-08T14:09:12Z,https://github.com/FGA-DIKU/BONSAI/issues/77,"When running data creatipn on med, diag, lab and proc we run out of disk space.
```
Disk full while running job. Please consider reducing amount of data accessed, or upgrading VM SKU. Total space: 402073 MB, available space: 7781 MB (under AZ_BATCH_NODE_ROOT_DIR).
```
Works with med and diag.

Potential fix might be to keep background and death separated from concepts until the very end and process them as pandas dataframe."
FGA-DIKU/BONSAI,issues,67,Environment: Specify python version as <3.13,['🔴bug'],2024-11-28T13:28:46Z,https://github.com/FGA-DIKU/BONSAI/issues/67,"There are compatibility issues of python 3.13 and torch.save
see [this issue](https://github.com/python/cpython/issues/125631)"
FGA-DIKU/BONSAI,issues,57,Bug in short sequence exclusion ,"['🔴bug', '🚨priority: high']",2024-11-17T14:21:29Z,https://github.com/FGA-DIKU/BONSAI/issues/57,The function `exclude_short_sequences_dask` when called on a desk dataframe excludes too many patients. For instance the patient 24aac770-cb71-814b-798a-238f47bf979b in our example data is excluded from the features even though it has many events.
FGA-DIKU/BONSAI,issues,43,Targets are not saved correctly when using numpy.savez_compressed ,['🔴bug'],2024-10-19T12:02:58Z,https://github.com/FGA-DIKU/BONSAI/issues/43,  https://github.com/FGA-DIKU/EHR/blob/5f0a18aca2e86b2a0b8f04634ce105da27db608f/corebehrt/trainer/utils.py#L43
FreedomIntelligence/AceGPT,issues,11,AceGpt,[],2024-03-08T15:13:52Z,https://github.com/FreedomIntelligence/AceGPT/issues/11,"Hi.
i have a issue in loading the model which is cause this error:
WARNING:auto_gptq.nn_modules.fused_llama_mlp:skip module injection for FusedLlamaMLPForQuantizedModel not support integrate without triton yet.
---------------------------------------------------------------------------
RuntimeError                              Traceback (most recent call last)
[<ipython-input-4-b748d3409d8f>](https://localhost:8080/#) in <cell line: 1>()
----> 1 model = AutoGPTQForCausalLM.from_quantized(m"
FreedomIntelligence/Awesome-AI4Med,issues,2,digital-copyright,[],2022-04-01T08:55:53Z,https://github.com/FreedomIntelligence/Awesome-AI4Med/pull/2,"Hi lrs1353281004!👋, I added this optional feature to digitally sign you source-code and track it on a blockchain node should you ever be audited or experience a software supply-chain attack. Simply compare the byte encrypted signature on your .git binary with the hash written to your immutable blockchain node. If they ever differ you should escalate. See the lrs1353281004-digital-copyright for complete instructions on accessing your hash.. Feel free to contact me directly to review any questions"
Google-Health/cxr-foundation,issues,26,Bump pyasn1 from 0.6.1 to 0.6.2 in /python/clientside,"['dependencies', 'python']",2026-01-16T19:28:59Z,https://github.com/Google-Health/cxr-foundation/pull/26,"Bumps [pyasn1](https://github.com/pyasn1/pyasn1) from 0.6.1 to 0.6.2.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/pyasn1/pyasn1/releases"">pyasn1's releases</a>.</em></p>
<blockquote>
<h2>Release 0.6.2</h2>
<p>It's a minor release.</p>
<ul>
<li>Fixed continuation octet limits in OID/RELATIVE-OID decoder (CVE-2026-23490).</li>
<li>Added support for Python 3.14.</li>
<li>Added SECURITY.md policy.</li>
<li>Migrated to pyproject.toml packaging.</li>
</ul"
Google-Health/cxr-foundation,issues,24,Bump filelock from 3.17.0 to 3.20.3 in /python/clientside,"['dependencies', 'python']",2026-01-13T20:33:13Z,https://github.com/Google-Health/cxr-foundation/pull/24,"Bumps [filelock](https://github.com/tox-dev/py-filelock) from 3.17.0 to 3.20.3.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/tox-dev/py-filelock/releases"">filelock's releases</a>.</em></p>
<blockquote>
<h2>3.20.3</h2>
<!-- raw HTML omitted -->
<h2>What's Changed</h2>
<ul>
<li>Fix TOCTOU symlink vulnerability in SoftFileLock by <a href=""https://github.com/gaborbernat""><code>@​gaborbernat</code></a> in <a href=""https://redirect.github.com/tox-dev/filel"
Google-Health/cxr-foundation,issues,23,Bump werkzeug from 3.1.3 to 3.1.5 in /python/serving,"['dependencies', 'python']",2026-01-09T00:19:27Z,https://github.com/Google-Health/cxr-foundation/pull/23,"Bumps [werkzeug](https://github.com/pallets/werkzeug) from 3.1.3 to 3.1.5.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/pallets/werkzeug/releases"">werkzeug's releases</a>.</em></p>
<blockquote>
<h2>3.1.5</h2>
<p>This is the Werkzeug 3.1.5 security fix release, which fixes security issues and bugs but does not otherwise change behavior and should not result in breaking changes compared to the latest feature release.</p>
<p>PyPI: <a href=""https://pypi."
